userid,model_name,questiontext,questiontype,pov_x_y_z,upvector,viewdir,fov
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,shoe2.glb,Which shoe is more suitable for running?,multi_model,"{1.4789484,0.3246493,1.774489}","{0,1,0}","{-0.6340067,-0.1391731,-0.76070124}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate.glb,Which plate do you prefer?,multi_model,"{0.11297069,-1.209803e-15,1.9968069}","{0,1,0}","{-0.056485344,6.049015e-16,-0.99840343}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate.glb,Which plate do you prefer?,multi_model,"{-0.090664044,0.83165467,1.8166262}","{0,1,0}","{0.045332022,-0.41582733,-0.9083131}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate.glb,Which plate do you prefer?,multi_model,"{-0.2521948,1.6042464,1.1673865}","{0,1,0}","{0.1260974,-0.8021232,-0.58369327}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate.glb,Which plate do you prefer?,multi_model,"{1.6158066,0.19913569,1.1616858}","{0,1,0}","{-0.8079033,-0.099567845,-0.5808429}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate.glb,Which plate do you prefer?,multi_model,"{0.95655084,1.2023021,1.2804219}","{0,1,0}","{-0.47827542,-0.60115105,-0.6402109}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate.glb,Which plate do you prefer?,multi_model,"{-0.122457154,1.3505676,1.4700243}","{0,1,0}","{0.061228577,-0.6752838,-0.7350122}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate.glb,Which plate do you prefer?,multi_model,"{0.31401506,1.5176599,2.4083786}","{0,1,0}","{-0.10964422,-0.52991927,-0.8409303}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate.glb,Which plate do you prefer?,multi_model,"{0.3024196,0.202116,1.2760087}","{0,1,0}","{-0.22792456,-0.15232874,-0.9616893}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate1.glb,Which plate do you prefer?,multi_model,"{-0.35364828,0.77073854,1.8113241}","{0,1,0}","{0.17682414,-0.38536927,-0.90566206}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate1.glb,Which plate do you prefer?,multi_model,"{0.15490541,0.25395304,1.3646289}","{0,1,0}","{-0.11091017,-0.18182692,-0.9770557}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate1.glb,Which plate do you prefer?,multi_model,"{-0.7868339,0.63511103,0.96344507}","{0,1,0}","{0.56336236,-0.45473087,-0.68981355}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate1.glb,Which plate do you prefer?,multi_model,"{-1.3711263,0.26307887,0.03875521}","{0,1,0}","{0.9817078,-0.18836088,-0.027748203}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate1.glb,Which plate do you prefer?,multi_model,"{-1.2231295,0.6720392,0.05493081}","{0,1,0}","{0.8757441,-0.48117092,-0.03932971}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate1.glb,Which plate do you prefer?,multi_model,"{-0.90036917,1.4587036,0.043435343}","{0,1,0}","{0.5250731,-0.85068005,-0.025330422}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate1.glb,Which plate do you prefer?,multi_model,"{-0.9220266,1.3889353,0.40136424}","{0,1,0}","{0.5377032,-0.8099929,-0.23406574}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate1.glb,Which plate do you prefer?,multi_model,"{-1.2565277,0.69745165,0.9354502}","{0,1,0}","{0.732776,-0.40673664,-0.5455315}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate1.glb,Which plate do you prefer?,multi_model,"{-1.2734556,0.06269238,1.1466246}","{0,1,0}","{0.742648,-0.036560655,-0.66868323}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate1.glb,Which plate do you prefer?,multi_model,"{-1.5507822,0.6765597,-0.27876365}","{0,1,0}","{0.904378,-0.39455295,0.16256809}",75
c7dc04f9-91ad-46e6-be7a-dc7c655e5421,plate1.glb,Which plate do you prefer?,multi_model,"{-1.3807846,0.3397711,-0.9583094}","{0,1,0}","{0.8052396,-0.19814615,0.55886245}",75
1d2a73a7-e1d7-4207-92c0-888cce5e19a4,vase2.glb,Take one photo for this vase.,photo_model,"{0.76648885,-0.1292826,1.4315944}","{0,1,0}","{-0.47052363,0.07936256,-0.8788112}",75
1d2a73a7-e1d7-4207-92c0-888cce5e19a4,table.glb,Which desk would you choose for your home?,multi_model,"{-0.19556682,1.2268577,1.5673461}","{0,1,0}","{0.09778341,-0.61342883,-0.78367305}",75
1d2a73a7-e1d7-4207-92c0-888cce5e19a4,table1.glb,Which desk would you choose for your home?,multi_model,"{0.29135388,0.8999642,1.7621514}","{0,1,0}","{-0.14567694,-0.4499821,-0.8810757}",75
1d2a73a7-e1d7-4207-92c0-888cce5e19a4,table1.glb,Which desk would you choose for your home?,multi_model,"{0.17638741,-0.13810281,1.3077927}","{0,1,0}","{-0.1329379,0.104083925,-0.985644}",75
1d2a73a7-e1d7-4207-92c0-888cce5e19a4,table2.glb,Which desk would you choose for your home?,multi_model,"{0.8153611,0.9176564,1.5789531}","{0,1,0}","{-0.40768054,-0.4588282,-0.7894766}",75
1d2a73a7-e1d7-4207-92c0-888cce5e19a4,table2.glb,Which desk would you choose for your home?,multi_model,"{1.8117038,0.17851533,0.82816774}","{0,1,0}","{-0.9058519,-0.089257665,-0.41408387}",75
1d2a73a7-e1d7-4207-92c0-888cce5e19a4,table2.glb,Which desk would you choose for your home?,multi_model,"{1.2661996,0.46251985,-1.4774349}","{0,1,0}","{-0.6330998,-0.23125993,0.73871744}",75
1d2a73a7-e1d7-4207-92c0-888cce5e19a4,table2.glb,Which desk would you choose for your home?,multi_model,"{0.42248768,0.21612497,-0.852116}","{0,1,0}","{-0.43316522,-0.2215871,0.87365156}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{0,0.009930739,1.9999753}","{0,1,0}","{0,-0.0049653696,-0.99998766}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{0.624795,0.34582952,1.868163}","{0,1,0}","{-0.3123975,-0.17291476,-0.9340815}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,statue.glb,Which of these artifacts is the oldest?,multi_model,"{0.009903207,0.14882347,1.9944307}","{0,1,0}","{-0.0049516037,-0.074411735,-0.99721533}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,statue.glb,Which of these artifacts is the oldest?,multi_model,"{0.009903207,0.14882347,1.9944307}","{0,1,0}","{-0.0049516037,-0.074411735,-0.99721533}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,statue.glb,Which of these artifacts is the oldest?,multi_model,"{0.4552732,-0.42101574,1.79596}","{0,1,0}","{-0.23961748,0.22158724,-0.94524205}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,statue.glb,Which of these artifacts is the oldest?,multi_model,"{-0.835867,-0.30062622,1.6795684}","{0,1,0}","{0.43993,0.15822433,-0.8839834}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,statue.glb,Which of these artifacts is the oldest?,multi_model,"{0.6109617,0.08487991,1.7970868}","{0,1,0}","{-0.3215588,-0.044673637,-0.9458352}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0.4732547,0.15774426,1.2294931}","{0,1,0}","{-0.35667783,-0.11888709,-0.926632}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0.40478387,0.36247256,1.221832}","{0,1,0}","{-0.35470045,-0.1582242,-0.92149484}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{1.1059091,-0.009930739,1.6663933}","{0,1,0}","{-0.55295455,0.0049653696,-0.83319664}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug.glb,Which cup would you prefer as a gift?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug.glb,Which cup would you prefer as a gift?,multi_model,"{-0.17718059,1.2579848,1.5446947}","{0,1,0}","{0.088590294,-0.6289924,-0.77234733}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug.glb,Which cup would you prefer as a gift?,multi_model,"{-1.396556,0.9788557,1.0447358}","{0,1,0}","{0.698278,-0.48942786,-0.5223679}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug.glb,Which cup would you prefer as a gift?,multi_model,"{-0.5673183,0.37513337,1.8808043}","{0,1,0}","{0.28365916,-0.18756668,-0.94040215}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug.glb,Which cup would you prefer as a gift?,multi_model,"{0.48411554,0.882183,1.7284055}","{0,1,0}","{-0.24205777,-0.4410915,-0.86420274}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug.glb,Which cup would you prefer as a gift?,multi_model,"{0.54109806,1.4129843,1.3079329}","{0,1,0}","{-0.27054903,-0.7064921,-0.6539664}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug1.glb,Which cup would you prefer as a gift?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug1.glb,Which cup would you prefer as a gift?,multi_model,"{-0.5467544,1.3409895,1.3794227}","{0,1,0}","{0.2733772,-0.67049474,-0.68971133}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug1.glb,Which cup would you prefer as a gift?,multi_model,"{-3.0716803,0.65700126,0.45084336}","{0,1,0}","{0.9679624,-0.20703733,-0.14207189}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug1.glb,Which cup would you prefer as a gift?,multi_model,"{0.31179485,0.42416185,3.1293771}","{0,1,0}","{-0.098254256,-0.13366388,-0.98614407}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug1.glb,Which cup would you prefer as a gift?,multi_model,"{1.472039,1.4279493,2.4216094}","{0,1,0}","{-0.46387586,-0.4499821,-0.76310897}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{0.08933709,-0.029791238,1.9977816}","{0,1,0}","{-0.044668544,0.014895619,-0.9988908}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{0.05513101,0.018377498,3.7007794}","{0,1,0}","{-0.014895299,-0.004965233,-0.99987674}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{-3.0464795,2.031302,0.54029644}","{0,1,0}","{0.82309794,-0.5488173,-0.14597732}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{1.0651928,2.508806,2.504077}","{0,1,0}","{-0.28779384,-0.6778293,-0.67655164}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{1.3404751,1.795439,2.9459584}","{0,1,0}","{-0.36216962,-0.4850918,-0.79593915}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,mug1.glb,Which cup would you prefer as a gift?,multi_model,"{1.472039,1.4279493,2.4216094}","{0,1,0}","{-0.46387586,-0.4499821,-0.76310897}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack.glb,Which backpack would you take to the mountains?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack.glb,Which backpack would you take to the mountains?,multi_model,"{2.9239428,1.1839337,-0.34494907}","{0,1,0}","{-0.9214066,-0.37308678,0.10870197}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack.glb,Which backpack would you take to the mountains?,multi_model,"{1.4091548,1.0715104,0.35238236}","{0,1,0}","{-0.78069514,-0.5936346,-0.19522569}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack.glb,Which backpack would you take to the mountains?,multi_model,"{0.3932498,0.89122206,1.5195732}","{0,1,0}","{-0.21786693,-0.49375182,-0.8418688}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack1.glb,Which backpack would you take to the mountains?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack1.glb,Which backpack would you take to the mountains?,multi_model,"{1.4373285,0.7088651,1.0205866}","{0,1,0}","{-0.7564887,-0.3730869,-0.53715086}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack1.glb,Which backpack would you take to the mountains?,multi_model,"{1.2812977,1.2947962,0.5401657}","{0,1,0}","{-0.6743672,-0.6814717,-0.28429776}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack1.glb,Which backpack would you take to the mountains?,multi_model,"{-1.7755524,-0.1131434,0.6667924}","{0,1,0}","{0.9345013,0.059549157,-0.35094336}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack1.glb,Which backpack would you take to the mountains?,multi_model,"{1.5316787,0.421016,1.042452}","{0,1,0}","{-0.8061466,-0.22158736,-0.5486589}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack1.glb,Which backpack would you take to the mountains?,multi_model,"{-1.5086157,0.6648861,-0.94446015}","{0,1,0}","{0.7940083,-0.34994006,0.4970843}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack1.glb,Which backpack would you take to the mountains?,multi_model,"{-0.11895439,-0.21651539,-1.8838713}","{0,1,0}","{0.06260757,0.113955475,0.99151117}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack1.glb,Which backpack would you take to the mountains?,multi_model,"{-1.4488243,0.35637695,1.1763943}","{0,1,0}","{0.7625391,-0.18756682,-0.61915493}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack1.glb,Which backpack would you take to the mountains?,multi_model,"{0.15365583,0.80404353,1.7146147}","{0,1,0}","{-0.080871485,-0.4231808,-0.90242887}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack1.glb,Which backpack would you take to the mountains?,multi_model,"{1.475028,0.7783117,0.9102325}","{0,1,0}","{-0.77633053,-0.40963775,-0.47906974}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack2.glb,Which backpack would you take to the mountains?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack2.glb,Which backpack would you take to the mountains?,multi_model,"{0.36835638,0.7669851,0.8426097}","{0,1,0}","{-0.3076112,-0.6405026,-0.703656}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,backpack2.glb,Which backpack would you take to the mountains?,multi_model,"{-1.008986,0.160059,-0.6247176}","{0,1,0}","{0.8425954,-0.13366388,0.5216962}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,vase2.glb,Take one photo for this vase.,photo_model,"{-0.4097889,0.2869976,1.9364156}","{0,1,0}","{0.20489445,-0.1434988,-0.9682078}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,vase2.glb,Which desk would you choose for your home?,multi_model,"{-0.4097889,0.2869976,1.9364156}","{0,1,0}","{0.20489445,-0.1434988,-0.9682078}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,table.glb,Which desk would you choose for your home?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,table.glb,Which desk would you choose for your home?,multi_model,"{-0.7465021,1.1631639,1.4456086}","{0,1,0}","{0.37325105,-0.58158195,-0.7228043}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,table.glb,Which desk would you choose for your home?,multi_model,"{1.0680695,1.0218505,1.3472377}","{0,1,0}","{-0.5340347,-0.51092523,-0.67361885}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,table.glb,Which desk would you choose for your home?,multi_model,"{1.127488,0.14882374,1.6451815}","{0,1,0}","{-0.563744,-0.07441187,-0.82259077}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,table1.glb,Which desk would you choose for your home?,multi_model,"{0.25667095,-0.15872484,1.9771005}","{0,1,0}","{-0.12833548,0.07936242,-0.98855025}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,table1.glb,Which desk would you choose for your home?,multi_model,"{-0.77034515,0.54898334,1.7621537}","{0,1,0}","{0.38517258,-0.27449167,-0.8810769}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,table1.glb,Which desk would you choose for your home?,multi_model,"{0.6465886,0.9176564,1.6552432}","{0,1,0}","{-0.3232943,-0.4588282,-0.8276216}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,table2.glb,Which desk would you choose for your home?,multi_model,"{1.5955364,0.7857885,1.3220253}","{0,1,0}","{-0.7199858,-0.35458705,-0.59656394}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,table2.glb,Which desk would you choose for your home?,multi_model,"{-4.1384648e-16,0.7548365,2.083548}","{0,1,0}","{1.8674823e-16,-0.34061995,-0.94020104}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,table2.glb,Which desk would you choose for your home?,multi_model,"{-1.228804,1.3506919,1.2556365}","{0,1,0}","{0.5544978,-0.60949975,-0.5666059}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,table2.glb,Which desk would you choose for your home?,multi_model,"{-1.0151827,0.8267851,1.7879544}","{0,1,0}","{0.4581012,-0.37308678,-0.80681443}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,car.glb,Which car looks faster to you?,multi_model,"{1.7658774,0.55852556,0.7548021}","{0,1,0}","{-0.8829387,-0.27926278,-0.37740105}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,car.glb,Which car looks faster to you?,multi_model,"{1.466296,0.41742417,0.96631163}","{0,1,0}","{-0.81235236,-0.23125993,-0.5353527}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,car.glb,Which car looks faster to you?,multi_model,"{0.7923278,0.22555935,0.52215624}","{0,1,0}","{-0.81235236,-0.23125993,-0.5353527}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,car.glb,Which car looks faster to you?,multi_model,"{0.9416772,0.2066694,0.14778148}","{0,1,0}","{-0.9654762,-0.21189256,-0.15151635}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,car.glb,Which car looks faster to you?,multi_model,"{1.3484561,0.29594496,0.21161905}","{0,1,0}","{-0.9654762,-0.21189256,-0.15151635}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,car1.glb,Which car looks faster to you?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,car1.glb,Which car looks faster to you?,multi_model,"{1.160459,0.14826633,-0.25553024}","{0,1,0}","{-0.9690892,-0.12381592,0.21339108}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,car1.glb,Which car looks faster to you?,multi_model,"{1.0715952,0.50674796,-0.16980591}","{0,1,0}","{-0.89487976,-0.4231808,0.14180344}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,car1.glb,Which car looks faster to you?,multi_model,"{0.8893926,0.2372715,1.2440381}","{0,1,0}","{-0.5747057,-0.15331955,-0.80386966}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,car2.glb,Which car looks faster to you?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,car2.glb,Which car looks faster to you?,multi_model,"{1.1676567,0.35201043,-0.31862786}","{0,1,0}","{-0.92634493,-0.27926278,0.2527792}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,car2.glb,Which car looks faster to you?,multi_model,"{0.7138296,0.13119766,1.0305784}","{0,1,0}","{-0.5663072,-0.104083925,-0.81759566}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,knife.glb,What is this knife suitable for?,single_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,knife.glb,What is this knife suitable for?,single_model,"{1.2674992,0.78287894,1.3343711}","{0,1,0}","{-0.6337496,-0.39143947,-0.66718554}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,knife.glb,What is this knife suitable for?,single_model,"{1.4044312,0.8674559,1.4785275}","{0,1,0}","{-0.6337496,-0.39143947,-0.66718554}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,knife.glb,What is this knife suitable for?,single_model,"{1.8698428,-0.96595436,-0.052470967}","{0,1,0}","{-0.8881753,0.45882833,0.024923708}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,knife.glb,What is this knife suitable for?,single_model,"{0.9505546,-1.7749288,-0.61498487}","{0,1,0}","{-0.45151344,0.8430912,0.29211783}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera.glb,Which camera looks more professional to you?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera.glb,Which camera looks more professional to you?,multi_model,"{1.7985647,-0.21804236,-0.8471261}","{0,1,0}","{-0.89928234,0.10902118,0.42356306}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera.glb,Which camera looks more professional to you?,multi_model,"{0.8737787,-0.22791122,-1.7845356}","{0,1,0}","{-0.43688935,0.11395561,0.8922678}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera.glb,Which camera looks more professional to you?,multi_model,"{0.47215512,-0.123154126,-0.9642918}","{0,1,0}","{-0.43688935,0.11395561,0.8922678}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera.glb,Which camera looks more professional to you?,multi_model,"{0.57968265,-0.15120097,-1.1838974}","{0,1,0}","{-0.43688935,0.11395561,0.8922678}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera.glb,Which camera looks more professional to you?,multi_model,"{-0.8289755,0.09216132,-1.0318975}","{0,1,0}","{0.62477386,-0.069459215,0.77771014}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera.glb,Which camera looks more professional to you?,multi_model,"{-0.7592618,0.294011,-1.0476573}","{0,1,0}","{0.5722327,-0.22158724,0.78958774}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera.glb,Which camera looks more professional to you?,multi_model,"{-0.9518332,-0.19040006,-0.90458167}","{0,1,0}","{0.717368,0.1434988,0.68175596}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera2.glb,Which camera looks more professional to you?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera2.glb,Which camera looks more professional to you?,multi_model,"{1.2667617,0.42378512,1.4885298}","{0,1,0}","{-0.63338083,-0.21189256,-0.7442649}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera2.glb,Which camera looks more professional to you?,multi_model,"{0.0475735,1.9559436,0.41475496}","{0,1,0}","{-0.02378675,-0.9779718,-0.20737748}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera2.glb,Which camera looks more professional to you?,multi_model,"{0.022040384,0.9061715,0.19215234}","{0,1,0}","{-0.02378675,-0.9779718,-0.20737748}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera2.glb,Which camera looks more professional to you?,multi_model,"{-0.0014605137,0.9263997,0.018345043}","{0,1,0}","{0.0015762371,-0.99980277,-0.019798608}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera2.glb,Which camera looks more professional to you?,multi_model,"{-0.008401688,0.9109889,0.16906685}","{0,1,0}","{0.009067394,-0.9831709,-0.18246281}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera2.glb,Which camera looks more professional to you?,multi_model,"{-0.4520329,0.91456187,0.11542617}","{0,1,0}","{0.44028428,-0.89079183,-0.11242617}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera2.glb,Which camera looks more professional to you?,multi_model,"{-0.061628453,0.99520504,-0.24464095}","{0,1,0}","{0.06002669,-0.9693391,0.23828258}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera2.glb,Which camera looks more professional to you?,multi_model,"{-0.8050297,0.002553611,-1.2301874}","{0,1,0}","{0.54757077,-0.0017369334,0.83675754}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,camera2.glb,Which camera looks more professional to you?,multi_model,"{-0.16535945,0.002553611,-1.4608525}","{0,1,0}","{0.11247536,-0.0017369334,0.993653}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{-0.24102464,0.9875039,1.7224237}","{0,1,0}","{0.12051232,-0.49375194,-0.86121184}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,bag2.glb,Which bag is more practical?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{-0.63872355,2.6169193,4.5644817}","{0,1,0}","{0.12051232,-0.49375194,-0.86121184}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{-4.048211,16.585957,28.92955}","{0,1,0}","{0.12051232,-0.49375194,-0.86121184}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{-10.191504,41.755688,72.831085}","{0,1,0}","{0.12051232,-0.49375194,-0.86121184}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{-17.91755,73.410126,128.04338}","{0,1,0}","{0.12051232,-0.49375194,-0.86121184}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{-42.85261,175.57178,306.23572}","{0,1,0}","{0.12051232,-0.49375194,-0.86121184}",75
03b737ae-1e6e-4047-ad1d-7004e9bfd9b7,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{-324.93338,45.778774,136.98436}","{0,1,0}","{0.91379434,-0.12874141,-0.38523445}",75
